,DP05_0001E,DP05_0001M,DP05_0001PE,DP05_0001PM,DP05_0002E,DP05_0002M,DP05_0002PE,DP05_0002PM,DP05_0003E,DP05_0003M,DP05_0003PE,DP05_0003PM,DP05_0004E,DP05_0004M,DP05_0004PE,DP05_0004PM,DP05_0005E,DP05_0005M,DP05_0005PE,DP05_0005PM,DP05_0006E,DP05_0006M,DP05_0006PE,DP05_0006PM,DP05_0007E,DP05_0007M,DP05_0007PE,DP05_0007PM,DP05_0008E,DP05_0008M,DP05_0008PE,DP05_0008PM,DP05_0009E,DP05_0009M,DP05_0009PE,DP05_0009PM,DP05_0010E,DP05_0010M,DP05_0010PE,DP05_0010PM,DP05_0011E,DP05_0011M,DP05_0011PE,DP05_0011PM,DP05_0012E,DP05_0012M,DP05_0012PE,DP05_0012PM,DP05_0013E,DP05_0013M,DP05_0013PE,DP05_0013PM,DP05_0014E,DP05_0014M,DP05_0014PE,DP05_0014PM,DP05_0015E,DP05_0015M,DP05_0015PE,DP05_0015PM,DP05_0016E,DP05_0016M,DP05_0016PE,DP05_0016PM,DP05_0017E,DP05_0017M,DP05_0017PE,DP05_0017PM,DP05_0018E,DP05_0018M,DP05_0018PE,DP05_0018PM,DP05_0019E,DP05_0019M,DP05_0019PE,DP05_0019PM,DP05_0020E,DP05_0020M,DP05_0020PE,DP05_0020PM,DP05_0021E,DP05_0021M,DP05_0021PE,DP05_0021PM,DP05_0022E,DP05_0022M,DP05_0022PE,DP05_0022PM,DP05_0023E,DP05_0023M,DP05_0023PE,DP05_0023PM,DP05_0024E,DP05_0024M,DP05_0024PE,DP05_0024PM,DP05_0025E,DP05_0025M,DP05_0025PE,DP05_0025PM,DP05_0026E,DP05_0026M,DP05_0026PE,DP05_0026PM,DP05_0027E,DP05_0027M,DP05_0027PE,DP05_0027PM,DP05_0028E,DP05_0028M,DP05_0028PE,DP05_0028PM,DP05_0029E,DP05_0029M,DP05_0029PE,DP05_0029PM,DP05_0030E,DP05_0030M,DP05_0030PE,DP05_0030PM,DP05_0031E,DP05_0031M,DP05_0031PE,DP05_0031PM,DP05_0032E,DP05_0032M,DP05_0032PE,DP05_0032PM,DP05_0033E,DP05_0033M,DP05_0033PE,DP05_0033PM,DP05_0034E,DP05_0034M,DP05_0034PE,DP05_0034PM,DP05_0035E,DP05_0035M,DP05_0035PE,DP05_0035PM,DP05_0036E,DP05_0036M,DP05_0036PE,DP05_0036PM,DP05_0037E,DP05_0037M,DP05_0037PE,DP05_0037PM,DP05_0038E,DP05_0038M,DP05_0038PE,DP05_0038PM,DP05_0039E,DP05_0039M,DP05_0039PE,DP05_0039PM,DP05_0040E,DP05_0040M,DP05_0040PE,DP05_0040PM,DP05_0041E,DP05_0041M,DP05_0041PE,DP05_0041PM,DP05_0042E,DP05_0042M,DP05_0042PE,DP05_0042PM,DP05_0043E,DP05_0043M,DP05_0043PE,DP05_0043PM,DP05_0044E,DP05_0044M,DP05_0044PE,DP05_0044PM,DP05_0045E,DP05_0045M,DP05_0045PE,DP05_0045PM,DP05_0046E,DP05_0046M,DP05_0046PE,DP05_0046PM,DP05_0047E,DP05_0047M,DP05_0047PE,DP05_0047PM,DP05_0048E,DP05_0048M,DP05_0048PE,DP05_0048PM,DP05_0049E,DP05_0049M,DP05_0049PE,DP05_0049PM,DP05_0050E,DP05_0050M,DP05_0050PE,DP05_0050PM,DP05_0051E,DP05_0051M,DP05_0051PE,DP05_0051PM,DP05_0052E,DP05_0052M,DP05_0052PE,DP05_0052PM,DP05_0053E,DP05_0053M,DP05_0053PE,DP05_0053PM,DP05_0054E,DP05_0054M,DP05_0054PE,DP05_0054PM,DP05_0055E,DP05_0055M,DP05_0055PE,DP05_0055PM,DP05_0056E,DP05_0056M,DP05_0056PE,DP05_0056PM,DP05_0057E,DP05_0057M,DP05_0057PE,DP05_0057PM,DP05_0058E,DP05_0058M,DP05_0058PE,DP05_0058PM,DP05_0059E,DP05_0059M,DP05_0059PE,DP05_0059PM,DP05_0060E,DP05_0060M,DP05_0060PE,DP05_0060PM,DP05_0061E,DP05_0061M,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062M,DP05_0062PE,DP05_0062PM,DP05_0063E,DP05_0063M,DP05_0063PE,DP05_0063PM,DP05_0064E,DP05_0064M,DP05_0064PE,DP05_0064PM,DP05_0065E,DP05_0065M,DP05_0065PE,DP05_0065PM,DP05_0066E,DP05_0066M,DP05_0066PE,DP05_0066PM,DP05_0067E,DP05_0067M,DP05_0067PE,DP05_0067PM,DP05_0068E,DP05_0068M,DP05_0068PE,DP05_0068PM,DP05_0069E,DP05_0069M,DP05_0069PE,DP05_0069PM,DP05_0070E,DP05_0070M,DP05_0070PE,DP05_0070PM,DP05_0071E,DP05_0071M,DP05_0071PE,DP05_0071PM,DP05_0072E,DP05_0072M,DP05_0072PE,DP05_0072PM,DP05_0073E,DP05_0073M,DP05_0073PE,DP05_0073PM,DP05_0074E,DP05_0074M,DP05_0074PE,DP05_0074PM,DP05_0075E,DP05_0075M,DP05_0075PE,DP05_0075PM,DP05_0076E,DP05_0076M,DP05_0076PE,DP05_0076PM,DP05_0077E,DP05_0077M,DP05_0077PE,DP05_0077PM,DP05_0078E,DP05_0078M,DP05_0078PE,DP05_0078PM,DP05_0079E,DP05_0079M,DP05_0079PE,DP05_0079PM,DP05_0080E,DP05_0080M,DP05_0080PE,DP05_0080PM,DP05_0081E,DP05_0081M,DP05_0081PE,DP05_0081PM,DP05_0082E,DP05_0082M,DP05_0082PE,DP05_0082PM,DP05_0083E,DP05_0083M,DP05_0083PE,DP05_0083PM,DP05_0084E,DP05_0084M,DP05_0084PE,DP05_0084PM,DP05_0001M,DP05_0001EA,DP05_0001MA,DP05_0001PM,DP05_0001PEA,DP05_0001PMA,DP05_0002M,DP05_0002EA,DP05_0002MA,DP05_0002PM,DP05_0002PEA,DP05_0002PMA,DP05_0003M,DP05_0003EA,DP05_0003MA,DP05_0003PM,DP05_0003PEA,DP05_0003PMA,DP05_0004M,DP05_0004EA,DP05_0004MA,DP05_0004PM,DP05_0004PEA,DP05_0004PMA,DP05_0005M,DP05_0005EA,DP05_0005MA,DP05_0005PM,DP05_0005PEA,DP05_0005PMA,DP05_0006M,DP05_0006EA,DP05_0006MA,DP05_0006PM,DP05_0006PEA,DP05_0006PMA,DP05_0007M,DP05_0007EA,DP05_0007MA,DP05_0007PM,DP05_0007PEA,DP05_0007PMA,DP05_0008M,DP05_0008EA,DP05_0008MA,DP05_0008PM,DP05_0008PEA,DP05_0008PMA,DP05_0009M,DP05_0009EA,DP05_0009MA,DP05_0009PM,DP05_0009PEA,DP05_0009PMA,DP05_0010M,DP05_0010EA,DP05_0010MA,DP05_0010PM,DP05_0010PEA,DP05_0010PMA,DP05_0011M,DP05_0011EA,DP05_0011MA,DP05_0011PM,DP05_0011PEA,DP05_0011PMA,DP05_0012M,DP05_0012EA,DP05_0012MA,DP05_0012PM,DP05_0012PEA,DP05_0012PMA,DP05_0013M,DP05_0013EA,DP05_0013MA,DP05_0013PM,DP05_0013PEA,DP05_0013PMA,DP05_0014M,DP05_0014EA,DP05_0014MA,DP05_0014PM,DP05_0014PEA,DP05_0014PMA,DP05_0015M,DP05_0015EA,DP05_0015MA,DP05_0015PM,DP05_0015PEA,DP05_0015PMA,DP05_0016M,DP05_0016EA,DP05_0016MA,DP05_0016PM,DP05_0016PEA,DP05_0016PMA,DP05_0017M,DP05_0017EA,DP05_0017MA,DP05_0017PM,DP05_0017PEA,DP05_0017PMA,DP05_0018M,DP05_0018EA,DP05_0018MA,DP05_0018PM,DP05_0018PEA,DP05_0018PMA,DP05_0019M,DP05_0019EA,DP05_0019MA,DP05_0019PM,DP05_0019PEA,DP05_0019PMA,DP05_0020M,DP05_0020EA,DP05_0020MA,DP05_0020PM,DP05_0020PEA,DP05_0020PMA,DP05_0021M,DP05_0021EA,DP05_0021MA,DP05_0021PM,DP05_0021PEA,DP05_0021PMA,DP05_0022M,DP05_0022EA,DP05_0022MA,DP05_0022PM,DP05_0022PEA,DP05_0022PMA,DP05_0023M,DP05_0023EA,DP05_0023MA,DP05_0023PM,DP05_0023PEA,DP05_0023PMA,DP05_0024M,DP05_0024EA,DP05_0024MA,DP05_0024PM,DP05_0024PEA,DP05_0024PMA,DP05_0025M,DP05_0025EA,DP05_0025MA,DP05_0025PM,DP05_0025PEA,DP05_0025PMA,DP05_0026M,DP05_0026EA,DP05_0026MA,DP05_0026PM,DP05_0026PEA,DP05_0026PMA,DP05_0027M,DP05_0027EA,DP05_0027MA,DP05_0027PM,DP05_0027PEA,DP05_0027PMA,DP05_0028M,DP05_0028EA,DP05_0028MA,DP05_0028PM,DP05_0028PEA,DP05_0028PMA,DP05_0029M,DP05_0029EA,DP05_0029MA,DP05_0029PM,DP05_0029PEA,DP05_0029PMA,DP05_0030M,DP05_0030EA,DP05_0030MA,DP05_0030PM,DP05_0030PEA,DP05_0030PMA,DP05_0031M,DP05_0031EA,DP05_0031MA,DP05_0031PM,DP05_0031PEA,DP05_0031PMA,DP05_0032M,DP05_0032EA,DP05_0032MA,DP05_0032PM,DP05_0032PEA,DP05_0032PMA,DP05_0033M,DP05_0033EA,DP05_0033MA,DP05_0033PM,DP05_0033PEA,DP05_0033PMA,DP05_0034M,DP05_0034EA,DP05_0034MA,DP05_0034PM,DP05_0034PEA,DP05_0034PMA,DP05_0035M,DP05_0035EA,DP05_0035MA,DP05_0035PM,DP05_0035PEA,DP05_0035PMA,DP05_0036M,DP05_0036EA,DP05_0036MA,DP05_0036PM,DP05_0036PEA,DP05_0036PMA,DP05_0037M,DP05_0037EA,DP05_0037MA,DP05_0037PM,DP05_0037PEA,DP05_0037PMA,DP05_0038M,DP05_0038EA,DP05_0038MA,DP05_0038PM,DP05_0038PEA,DP05_0038PMA,DP05_0039M,DP05_0039EA,DP05_0039MA,DP05_0039PM,DP05_0039PEA,DP05_0039PMA,DP05_0040M,DP05_0040EA,DP05_0040MA,DP05_0040PM,DP05_0040PEA,DP05_0040PMA,DP05_0041M,DP05_0041EA,DP05_0041MA,DP05_0041PM,DP05_0041PEA,DP05_0041PMA,DP05_0042M,DP05_0042EA,DP05_0042MA,DP05_0042PM,DP05_0042PEA,DP05_0042PMA,DP05_0043M,DP05_0043EA,DP05_0043MA,DP05_0043PM,DP05_0043PEA,DP05_0043PMA,DP05_0044M,DP05_0044EA,DP05_0044MA,DP05_0044PM,DP05_0044PEA,DP05_0044PMA,DP05_0045M,DP05_0045EA,DP05_0045MA,DP05_0045PM,DP05_0045PEA,DP05_0045PMA,DP05_0046M,DP05_0046EA,DP05_0046MA,DP05_0046PM,DP05_0046PEA,DP05_0046PMA,DP05_0047M,DP05_0047EA,DP05_0047MA,DP05_0047PM,DP05_0047PEA,DP05_0047PMA,DP05_0048M,DP05_0048EA,DP05_0048MA,DP05_0048PM,DP05_0048PEA,DP05_0048PMA,DP05_0049M,DP05_0049EA,DP05_0049MA,DP05_0049PM,DP05_0049PEA,DP05_0049PMA,DP05_0050M,DP05_0050EA,DP05_0050MA,DP05_0050PM,DP05_0050PEA,DP05_0050PMA,DP05_0051M,DP05_0051EA,DP05_0051MA,DP05_0051PM,DP05_0051PEA,DP05_0051PMA,DP05_0052M,DP05_0052EA,DP05_0052MA,DP05_0052PM,DP05_0052PEA,DP05_0052PMA,DP05_0053M,DP05_0053EA,DP05_0053MA,DP05_0053PM,DP05_0053PEA,DP05_0053PMA,DP05_0054M,DP05_0054EA,DP05_0054MA,DP05_0054PM,DP05_0054PEA,DP05_0054PMA,DP05_0055M,DP05_0055EA,DP05_0055MA,DP05_0055PM,DP05_0055PEA,DP05_0055PMA,DP05_0056M,DP05_0056EA,DP05_0056MA,DP05_0056PM,DP05_0056PEA,DP05_0056PMA,DP05_0057M,DP05_0057EA,DP05_0057MA,DP05_0057PM,DP05_0057PEA,DP05_0057PMA,DP05_0058M,DP05_0058EA,DP05_0058MA,DP05_0058PM,DP05_0058PEA,DP05_0058PMA,DP05_0059M,DP05_0059EA,DP05_0059MA,DP05_0059PM,DP05_0059PEA,DP05_0059PMA,DP05_0060M,DP05_0060EA,DP05_0060MA,DP05_0060PM,DP05_0060PEA,DP05_0060PMA,DP05_0061M,DP05_0061EA,DP05_0061MA,DP05_0061PM,DP05_0061PEA,DP05_0061PMA,DP05_0062M,DP05_0062EA,DP05_0062MA,DP05_0062PM,DP05_0062PEA,DP05_0062PMA,DP05_0063M,DP05_0063EA,DP05_0063MA,DP05_0063PM,DP05_0063PEA,DP05_0063PMA,DP05_0064M,DP05_0064EA,DP05_0064MA,DP05_0064PM,DP05_0064PEA,DP05_0064PMA,DP05_0065M,DP05_0065EA,DP05_0065MA,DP05_0065PM,DP05_0065PEA,DP05_0065PMA,DP05_0066M,DP05_0066EA,DP05_0066MA,DP05_0066PM,DP05_0066PEA,DP05_0066PMA,DP05_0067M,DP05_0067EA,DP05_0067MA,DP05_0067PM,DP05_0067PEA,DP05_0067PMA,DP05_0068M,DP05_0068EA,DP05_0068MA,DP05_0068PM,DP05_0068PEA,DP05_0068PMA,DP05_0069M,DP05_0069EA,DP05_0069MA,DP05_0069PM,DP05_0069PEA,DP05_0069PMA,DP05_0070M,DP05_0070EA,DP05_0070MA,DP05_0070PM,DP05_0070PEA,DP05_0070PMA,DP05_0071M,DP05_0071EA,DP05_0071MA,DP05_0071PM,DP05_0071PEA,DP05_0071PMA,DP05_0072M,DP05_0072EA,DP05_0072MA,DP05_0072PM,DP05_0072PEA,DP05_0072PMA,DP05_0073M,DP05_0073EA,DP05_0073MA,DP05_0073PM,DP05_0073PEA,DP05_0073PMA,DP05_0074M,DP05_0074EA,DP05_0074MA,DP05_0074PM,DP05_0074PEA,DP05_0074PMA,DP05_0075M,DP05_0075EA,DP05_0075MA,DP05_0075PM,DP05_0075PEA,DP05_0075PMA,DP05_0076M,DP05_0076EA,DP05_0076MA,DP05_0076PM,DP05_0076PEA,DP05_0076PMA,DP05_0077M,DP05_0077EA,DP05_0077MA,DP05_0077PM,DP05_0077PEA,DP05_0077PMA,DP05_0078M,DP05_0078EA,DP05_0078MA,DP05_0078PM,DP05_0078PEA,DP05_0078PMA,DP05_0079M,DP05_0079EA,DP05_0079MA,DP05_0079PM,DP05_0079PEA,DP05_0079PMA,DP05_0080M,DP05_0080EA,DP05_0080MA,DP05_0080PM,DP05_0080PEA,DP05_0080PMA,DP05_0081M,DP05_0081EA,DP05_0081MA,DP05_0081PM,DP05_0081PEA,DP05_0081PMA,DP05_0082M,DP05_0082EA,DP05_0082MA,DP05_0082PM,DP05_0082PEA,DP05_0082PMA,DP05_0083M,DP05_0083EA,DP05_0083MA,DP05_0083PM,DP05_0083PEA,DP05_0083PMA,DP05_0084M,DP05_0084EA,DP05_0084MA,DP05_0084PM,DP05_0084PEA,DP05_0084PMA,state,county,year
0,110642,-555555555,110642,-888888888,55778,512,50.4,0.5,54864,512,49.6,0.5,5827,333,5.3,0.3,7038,906,6.4,0.8,6129,934,5.5,0.8,7488,549,6.8,0.5,6737,330,6.1,0.3,13334,842,12.1,0.8,12321,643,11.1,0.6,15084,532,13.6,0.5,8030,910,7.3,0.8,8475,948,7.7,0.9,10881,346,9.8,0.3,6113,968,5.5,0.9,3185,986,2.9,0.9,42.6,0.9,-888888888,-888888888,87053,120,78.7,0.1,82304,785,74.4,0.7,24817,834,22.4,0.8,20179,345,18.2,0.3,87053,120,87053,-888888888,43983,416,50.5,0.5,43070,441,49.5,0.5,20179,345,20179,-888888888,8955,269,44.4,0.9,11224,228,55.6,0.9,110642,-555555555,110642,-888888888,109065,578,98.6,0.5,1577,578,1.4,0.5,109065,578,98.6,0.5,104660,553,94.6,0.5,3061,405,2.8,0.4,102,125,0.1,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,647,400,0.6,0.4,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,101,162,0.1,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,494,498,0.4,0.5,1577,578,1.4,0.5,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,110642,-555555555,110642,-888888888,106237,742,96.0,0.7,3919,239,3.5,0.2,-999999999,-999999999,-999999999.0,-999999999.0,1223,185,1.1,0.1,414,410,0.4,0.4,567,510,0.5,0.5,110642,-555555555,110642,-888888888,10532,-555555555,9.5,-888888888.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,100110,-555555555,90.5,-888888888.0,94882,185,85.8,0.1,3019,407,2.7,0.4,34,65,0.0,0.1,647,400,0.6,0.4,101,162,0.1,0.1,13,26,0.0,0.1,1414,554,1.3,0.5,0,185,0.0,0.1,1414,554,1.3,0.5,49868,323,-888888888,-888888888,85411,756,85411,-888888888,43102,655,50.5,0.5,42309,523,49.5,0.5,-555555555,,*****,-888888888,,(X),512,,,0.5,,,512,,,0.5,,,333,,,0.3,,,906,,,0.8,,,934,,,0.8,,,549,,,0.5,,,330,,,0.3,,,842,,,0.8,,,643,,,0.6,,,532,,,0.5,,,910,,,0.8,,,948,,,0.9,,,346,,,0.3,,,968,,,0.9,,,986,,,0.9,,,0.9,,,-888888888,(X),(X),120,,,0.1,,,785,,,0.7,,,834,,,0.8,,,345,,,0.3,,,120,,,-888888888,,(X),416,,,0.5,,,441,,,0.5,,,345,,,-888888888,,(X),269,,,0.9,,,228,,,0.9,,,-555555555,,*****,-888888888,,(X),578,,,0.5,,,578,,,0.5,,,578,,,0.5,,,553,,,0.5,,,405,,,0.4,,,125,,,0.1,,,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,400,,,0.4,,,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,162,,,0.1,,,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,498,,,0.5,,,578,,,0.5,,,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-555555555,,*****,-888888888,,(X),742,,,0.7,,,239,,,0.2,,,-999999999,N,N,-999999999.0,N,N,185,,,0.1,,,410,,,0.4,,,510,,,0.5,,,-555555555,,*****,-888888888,,(X),-555555555,,*****,-888888888.0,,*****,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-555555555,,*****,-888888888.0,,*****,185,,,0.1,,,407,,,0.4,,,65,,,0.1,,,400,,,0.4,,,162,,,0.1,,,26,,,0.1,,,554,,,0.5,,,185,,,0.1,,,554,,,0.5,,,323,,,-888888888,(X),(X),756,,,-888888888,,(X),655,,,0.5,,,523,,,0.5,,,17,099,2016
1,307004,-555555555,307004,-888888888,152689,479,49.7,0.2,154315,479,50.3,0.2,16714,492,5.4,0.2,20135,1806,6.6,0.6,23245,1827,7.6,0.6,21883,802,7.1,0.3,18973,818,6.2,0.3,33230,842,10.8,0.3,39115,667,12.7,0.2,50020,589,16.3,0.2,23253,1919,7.6,0.6,20710,1627,6.7,0.5,25270,1105,8.2,0.4,8948,1051,2.9,0.3,5508,1030,1.8,0.3,39.7,0.4,-888888888,-888888888,232717,-555555555,75.8,-888888888.0,221647,1208,72.2,0.4,52159,1846,17.0,0.6,39726,1043,12.9,0.3,232717,-555555555,232717,-888888888,114663,241,49.3,0.1,118054,241,50.7,0.1,39726,1043,39726,-888888888,18188,534,45.8,0.5,21538,581,54.2,0.5,307004,-555555555,307004,-888888888,300868,1689,98.0,0.6,6136,1689,2.0,0.6,300868,1689,98.0,0.6,284322,2029,92.6,0.7,3937,1084,1.3,0.4,253,251,0.1,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,8478,1020,2.8,0.3,3776,1831,1.2,0.6,1187,752,0.4,0.2,1360,1085,0.4,0.4,82,100,0.0,0.1,623,677,0.2,0.2,194,238,0.1,0.1,1256,837,0.4,0.3,0,185,0.0,0.1,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,-999999999,-999999999,-999999999.0,-999999999.0,3878,1759,1.3,0.6,6136,1689,2.0,0.6,2296,1176,0.7,0.4,852,641,0.3,0.2,2394,915,0.8,0.3,135,160,0.0,0.1,307004,-555555555,307004,-888888888,290248,1919,94.5,0.6,6682,1137,2.2,0.4,1479,857,0.5,0.3,10872,602,3.5,0.2,-999999999,-999999999,-999999999.0,-999999999.0,3947,1756,1.3,0.6,307004,-555555555,307004,-888888888,39458,-555555555,12.9,-888888888.0,32221,2250,10.5,0.7,3595,1546,1.2,0.5,433,305,0.1,0.1,3209,1409,1.0,0.5,267546,-555555555,87.1,-888888888.0,250214,162,81.5,0.1,3634,922,1.2,0.3,187,225,0.1,0.1,8478,1020,2.8,0.3,0,185,0.0,0.1,115,162,0.0,0.1,4918,1403,1.6,0.5,0,185,0.0,0.1,4918,1403,1.6,0.5,117968,304,-888888888,-888888888,222589,1905,222589,-888888888,109611,1179,49.2,0.4,112978,1346,50.8,0.4,-555555555,,*****,-888888888,,(X),479,,,0.2,,,479,,,0.2,,,492,,,0.2,,,1806,,,0.6,,,1827,,,0.6,,,802,,,0.3,,,818,,,0.3,,,842,,,0.3,,,667,,,0.2,,,589,,,0.2,,,1919,,,0.6,,,1627,,,0.5,,,1105,,,0.4,,,1051,,,0.3,,,1030,,,0.3,,,0.4,,,-888888888,(X),(X),-555555555,,*****,-888888888.0,,*****,1208,,,0.4,,,1846,,,0.6,,,1043,,,0.3,,,-555555555,,*****,-888888888,,(X),241,,,0.1,,,241,,,0.1,,,1043,,,-888888888,,(X),534,,,0.5,,,581,,,0.5,,,-555555555,,*****,-888888888,,(X),1689,,,0.6,,,1689,,,0.6,,,1689,,,0.6,,,2029,,,0.7,,,1084,,,0.4,,,251,,,0.1,,,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,1020,,,0.3,,,1831,,,0.6,,,752,,,0.2,,,1085,,,0.4,,,100,,,0.1,,,677,,,0.2,,,238,,,0.1,,,837,,,0.3,,,185,,,0.1,,,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,-999999999,N,N,-999999999.0,N,N,1759,,,0.6,,,1689,,,0.6,,,1176,,,0.4,,,641,,,0.2,,,915,,,0.3,,,160,,,0.1,,,-555555555,,*****,-888888888,,(X),1919,,,0.6,,,1137,,,0.4,,,857,,,0.3,,,602,,,0.2,,,-999999999,N,N,-999999999.0,N,N,1756,,,0.6,,,-555555555,,*****,-888888888,,(X),-555555555,,*****,-888888888.0,,*****,2250,,,0.7,,,1546,,,0.5,,,305,,,0.1,,,1409,,,0.5,,,-555555555,,*****,-888888888.0,,*****,162,,,0.1,,,922,,,0.3,,,225,,,0.1,,,1020,,,0.3,,,185,,,0.1,,,162,,,0.1,,,1403,,,0.5,,,185,,,0.1,,,1403,,,0.5,,,304,,,-888888888,(X),(X),1905,,,-888888888,,(X),1179,,,0.4,,,1346,,,0.4,,,17,111,2016
